DTXSID,PREFERRED NAME,CASRN,MOLECULAR FORMULA,MONOISOTOPIC MASS,ToxCast Active,ToxCast Total,% ToxCast Active,HIT CALL,TOP,SCALED TOP,AC50,LOGAC50
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0020652,Gemfibrozil,25812-30-0,C15H22O3,250.156895,18,379,5.0,Inactive,0.11785331482893432,0.18846316172917363,0.0050000000452673984,-2.301029991732105
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1021952,Triphenyl phosphate,115-86-6,C18H15O4P,326.070796,176,737,24.0,Inactive,2.7563776701852513e-12,4.4078153541699845E-12,50,1.6989700043360187
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1040619,Bexarotene,153559-49-0,C24H28O2,348.208930,171,366,47.0,Inactive
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1040661,Clofibric acid,882-09-7,C10H11ClO3,214.039672,6,350,2.0,Inactive,0.1767324475806678,0.2826187443224186,0.08000000758711129,-1.0969099718200512
https://comptox.epa.gov/dashboard/chemical/details/DTXSID2023569,Rosiglitazone maleate,155141-29-0,C22H23N3O7S,473.125671,104,526,20.0,Inactive,1.6545104303274622e-12,2.6457827449827086E-12,50,1.6989700043360187
https://comptox.epa.gov/dashboard/chemical/details/DTXSID2029874,Fenofibrate,49562-28-9,C20H21ClO4,360.112837,153,638,24.0,Inactive,0.12601537656569733,0.2015153865509519,1.0966219922136267,0.04005695119660581
https://comptox.epa.gov/dashboard/chemical/details/DTXSID2040733,Triphenyltin chloride,639-58-7,C18H15ClSn,385.988430,227,376,60.0,Inactive,6.272558553948547e-11,1.003065733810218E-10,1.5,0.17609125905568124
https://comptox.epa.gov/dashboard/chemical/details/DTXSID3021986,Tributyl phosphate,126-73-8,C12H27O4P,266.164696,68,705,10.0,Inactive
https://comptox.epa.gov/dashboard/chemical/details/DTXSID3029869,Bezafibrate,41859-67-0,C19H20ClNO4,361.108086,17,348,5.0,Inactive,2.9049098408570793e-12,4.64533809626631E-12,100.00000000000001,2
https://comptox.epa.gov/dashboard/chemical/details/DTXSID3034402,Butachlor,23184-66-9,C17H26ClNO2,311.165207,210,686,31.0,Inactive
https://comptox.epa.gov/dashboard/chemical/details/DTXSID3037709,Potassium perfluorohexanesulfonate,3871-99-6,C6F13KO3S,437.899763,50,677,7.0,Inactive,0.19235754342021236,0.3076053555901312,50,1.6989700043360187
https://comptox.epa.gov/dashboard/chemical/details/DTXSID3047429,Dexamethasone sodium phosphate,2392-39-4,C22H28FNa2O8P,516.130122,87,717,12.0,Inactive,0.003740054444671604,0.0059808456529642515,50,1.6989700043360187
https://comptox.epa.gov/dashboard/chemical/details/DTXSID4020290,"[4-Chloro-6-(2,3-xylidino)-2-pyrimidinylthio]acetic acid",50892-23-4,C14H14ClN3O2S,323.049526,54,628,9.0,Inactive,0.057305624631257254,0.09163933334033325,0.08000000018204204,-1.0969100120198083
https://comptox.epa.gov/dashboard/chemical/details/DTXSID4021185,Prednisone,53-03-2,C21H26O5,358.178024,43,641,7.0,Inactive,0.12194998801183375,0.1950142882862927,50,1.6989700043360187
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8020331,Ciprofibrate,52214-84-3,C13H14Cl2O3,288.032000,12,352,3.0,Inactive,0.13845280362138532,0.22140449047724595,100.00000000000001,2
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8023719,Troglitazone,97322-87-7,C24H27NO5S,441.160994,262,699,37.0,Inactive,1.6378506954347887e-12,2.619141607938744E-12,14.999999999999998,1.1760912590556811
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8031865,Perfluorooctanoic acid,335-67-1,C8HF15O2,413.973702,93,898,10.0,Inactive
https://comptox.epa.gov/dashboard/chemical/details/DTXSID9023752,Zileuton,111406-87-2,C11H12N2O2S,236.061949,15,348,4.0,Inactive,0.0604169260277919,0.09661471904869819,50,1.6989700043360187
https://comptox.epa.gov/dashboard/chemical/details/DTXSID90977813,"2-Methyl-2-(4-{[({4-methyl-2-[4-(trifluoromethyl)phenyl]-1,3-thiazol-5-yl}carbonyl)amino]methyl}phenoxy)propanoic acid",343321-96-0,C23H21F3N2O4S,478.117413,8,29,28.0,Inactive,7.642985354098676e-13,1.222215248653799E-12,100.00000000000001,2
