compound	MaxAbsEStateIndex	MaxEStateIndex	MinAbsEStateIndex	MinEStateIndex	qed	SPS	MolWt	HeavyAtomMolWt	ExactMolWt	NumValenceElectrons	NumRadicalElectrons	MaxPartialCharge	MinPartialCharge	MaxAbsPartialCharge	MinAbsPartialCharge	FpDensityMorgan1	FpDensityMorgan2	FpDensityMorgan3	BCUT2D_MWHI	BCUT2D_MWLOW	BCUT2D_CHGHI	BCUT2D_CHGLO	BCUT2D_LOGPHI	BCUT2D_LOGPLOW	BCUT2D_MRHI	BCUT2D_MRLOW	AvgIpc	BalabanJ	BertzCT	Chi0	Chi0n	Chi0v	Chi1	Chi1n	Chi1v	Chi2n	Chi2v	Chi3n	Chi3v	Chi4n	Chi4v	HallKierAlpha	Ipc	Kappa1	Kappa2	Kappa3	LabuteASA	PEOE_VSA1	PEOE_VSA10	PEOE_VSA11	PEOE_VSA12	PEOE_VSA13	PEOE_VSA14	PEOE_VSA2	PEOE_VSA3	PEOE_VSA4	PEOE_VSA5	PEOE_VSA6	PEOE_VSA7	PEOE_VSA8	PEOE_VSA9	SMR_VSA1	SMR_VSA10	SMR_VSA2	SMR_VSA3	SMR_VSA4	SMR_VSA5	SMR_VSA6	SMR_VSA7	SMR_VSA8	SMR_VSA9	SlogP_VSA1	SlogP_VSA10	SlogP_VSA11	SlogP_VSA12	SlogP_VSA2	SlogP_VSA3	SlogP_VSA4	SlogP_VSA5	SlogP_VSA6	SlogP_VSA7	SlogP_VSA8	SlogP_VSA9	TPSA	EState_VSA1	EState_VSA10	EState_VSA11	EState_VSA2	EState_VSA3	EState_VSA4	EState_VSA5	EState_VSA6	EState_VSA7	EState_VSA8	EState_VSA9	VSA_EState1	VSA_EState10	VSA_EState2	VSA_EState3	VSA_EState4	VSA_EState5	VSA_EState6	VSA_EState7	VSA_EState8	VSA_EState9	FractionCSP3	HeavyAtomCount	NHOHCount	NOCount	NumAliphaticCarbocycles	NumAliphaticHeterocycles	NumAliphaticRings	NumAmideBonds	NumAromaticCarbocycles	NumAromaticHeterocycles	NumAromaticRings	NumAtomStereoCenters	NumBridgeheadAtoms	NumHAcceptors	NumHDonors	NumHeteroatoms	NumHeterocycles	NumRotatableBonds	NumSaturatedCarbocycles	NumSaturatedHeterocycles	NumSaturatedRings	NumSpiroAtoms	NumUnspecifiedAtomStereoCenters	Phi	RingCount	MolLogP	MolMR	fr_Al_COO	fr_Al_OH	fr_Al_OH_noTert	fr_ArN	fr_Ar_COO	fr_Ar_N	fr_Ar_NH	fr_Ar_OH	fr_COO	fr_COO2	fr_C_O	fr_C_O_noCOO	fr_C_S	fr_HOCCN	fr_Imine	fr_NH0	fr_NH1	fr_NH2	fr_N_O	fr_Ndealkylation1	fr_Ndealkylation2	fr_Nhpyrrole	fr_SH	fr_aldehyde	fr_alkyl_carbamate	fr_alkyl_halide	fr_allylic_oxid	fr_amide	fr_amidine	fr_aniline	fr_aryl_methyl	fr_azide	fr_azo	fr_barbitur	fr_benzene	fr_benzodiazepine	fr_bicyclic	fr_diazo	fr_dihydropyridine	fr_epoxide	fr_ester	fr_ether	fr_furan	fr_guanido	fr_halogen	fr_hdrzine	fr_hdrzone	fr_imidazole	fr_imide	fr_isocyan	fr_isothiocyan	fr_ketone	fr_ketone_Topliss	fr_lactam	fr_lactone	fr_methoxy	fr_morpholine	fr_nitrile	fr_nitro	fr_nitro_arom	fr_nitro_arom_nonortho	fr_nitroso	fr_oxazole	fr_oxime	fr_para_hydroxylation	fr_phenol	fr_phenol_noOrthoHbond	fr_phos_acid	fr_phos_ester	fr_piperdine	fr_piperzine	fr_priamide	fr_prisulfonamd	fr_pyridine	fr_quatN	fr_sulfide	fr_sulfonamd	fr_sulfone	fr_term_acetylene	fr_tetrazole	fr_thiazole	fr_thiocyan	fr_thiophene	fr_unbrch_alkane	fr_urea
DTXSID9046499	12.499238060403734	12.499238060403734	0.0	-0.4879192043716409	0.44082933377626	10.785714285714286	432.3440000000002	405.12800000000016	431.126628324	156.0	0.0	0.3436472121599233	-0.4801938777122135	0.4801938777122135	0.3436472121599233	1.2142857142857142	1.8928571428571428	2.5	35.49571786237334	10.030773574603298	2.172030377819286	-2.1804807879370105	2.3385072532191424	-2.268230246354133	6.359640804860168	-0.1449549597238028	2.6467156223040185	3.9199952918060735e-06	861.775360415967	19.974327015758657	16.6720090367909	18.244434563737084	12.92145261542064	9.178871402405491	9.55683587541472	6.118017588999097	6.495982062008324	4.582819064191288	4.940722477523683	2.953149800694802	3.211074221264345	-1.7599999999999991	844746.931739529	24.278109756097564	11.292190693390642	5.625877412275274	175.6985755423397	18.790786575503923	10.772145147025231	12.18990210615516	0.0	0.0	11.594891607029837	0.0	9.589074368143644	0.0	12.407033161179976	25.44841428961376	51.05399446275261	17.494432112074367	6.606881964512918	18.685414028725265	40.94652269547138	0.0	4.899909730850478	0.0	34.11577042168851	32.84803314676356	38.70239393720834	0.0	5.749511833283905	10.362449272878036	0.0	5.749511833283905	24.00797305141249	43.71724816556589	15.95222176079788	6.923737199690624	31.898114582465865	21.34442225804839	5.022633313741326	10.969244356107035	0.0	68.98	11.594891607029837	9.589074368143644	0.0	41.97596237887328	11.984273114623004	30.58394492389952	0.0	19.056471336613843	6.923737199690624	18.74738413023173	25.49181673488596	15.723935662553016	6.352827949523176	26.204485093601026	0.935113929831192	1.3903897934543683	-0.214159167694486	3.4642289462081126	0.6155908288625571	10.472031408105485	0.0	0.5	28.0	0.0	6.0	0.0	0.0	0.0	0.0	1.0	1.0	2.0	0.0	0.0	6.0	0.0	8.0	1.0	9.0	0.0	0.0	0.0	0.0	0.0	9.79118018003291	2.0	4.002820000000004	113.09900000000006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DTXSID3049386	10.657407407407408	9.86574074074074	1.34375	-10.657407407407408	0.3617262408186387	24.0	287.22799999999995	267.0679999999999	287.12375559	108.0	0.0	0.26866287556965435	-0.43051340360261037	0.457370815414609	0.26079377387640384	0.8823529411764706	1.2352941176470589	1.5294117647058822	16.649254118276726	10.11119870875465	2.1601140190224952	-2.128297469796089	2.230308487909749	-2.207812424125838	5.921125526468707	0.0093500174139608	1.9865651334740988	3.245714204737962e-07	222.54650998071912	13.857995758769697	10.111961497361111	11.006388688361026	7.217256695749548	5.61718878041124	7.6455589917596765	4.809299103830119	6.725928798829932	2.6593382550672677	2.6593382550672677	2.039069614955196	2.039069614955196	-0.03	1390.5955934318692	16.969999999999995	4.57471016433282	15.969999999999995	97.6102208212916	4.483030857694624	0.0	0.0	0.0	0.0	32.98994288087755	0.0	0.0	0.0	0.0	6.923737199690624	25.68328649170404	0.0	26.681941200414915	29.66446465476148	7.808509083810693	0.0	0.0	0.0	32.60702369139466	26.681941200414915	0.0	0.0	0.0	0.0	25.181433797066852	0.0	7.808509083810693	31.16497205810954	0.0	0.0	32.60702369139466	0.0	0.0	0.0	0.0	0.0	7.808509083810693	25.181433797066852	0.0	0.0	0.0	0.0	49.80058656713638	0.0	0.0	13.971409182367816	0.0	60.53819444444444	0.0	0.0	0.0	0.0	0.0	0.0	5.723268140589569	6.527565192743764	-8.251990740740741	1.0	17.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	1.0	2.0	0.0	1.0	1.0	0.0	0.0	4.5666371463957605	1.0	5.409300000000004	58.495400000000046	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DTXSID1048625	12.908119173595365	12.908119173595365	0.0	-1.2271049219606216	0.1560248628598393	19.35593220338983	897.1880000000002	852.8359999999998	896.1606413480001	304.0	0.0	2.0	-0.5478888774678882	2.0	0.5478888774678882	0.5423728813559322	0.847457627118644	1.152542372881356	16.649254118276726	10.11119870875465	2.1601140190224952	-2.128297469796089	2.230308487909749	-2.207812424125838	5.921125526468707	0.0093500174139608	3.8749097419790615	2.562666533098007e-07	1871.5744222036092	41.60550828100966	32.754261143802374	38.22861663374936	27.904794996362305	18.81243325035303	22.542935992169784	13.959163623842676	18.69230907920259	9.518608828689992	14.286095428834706	6.507924130508204	10.626973865723484	-3.2402597402597384	6626748316093.891	48.42657632782116	24.26531178963584	14.435129401942818	391.5811724138384	29.60194861952601	0.0	0.0	22.044913319074453	0.0	37.738234506165625	19.178148736287287	0.0	0.0	23.52376989878223	134.43311739354928	37.10711151969846	67.8487781120354	24.022292234199615	38.98027789411234	118.76929819870826	0.0	9.799819461700956	11.835812092322788	59.06364231452909	24.595220025318728	132.45424435262626	0.0	0.0	10.213054789681411	0.0	0.0	47.04753979756446	128.70035560642376	19.178148736287287	11.835812092322788	47.4050949967709	131.1183083202678	0.0	0.0	0.0	155.01999999999998	35.85810432652241	38.98027789411234	0.0	70.28302388520443	48.56376625456474	33.31473684981778	9.799819461700956	85.90218084585638	72.79640482153933	0.0	0.0	0.0	5.319107829959616	78.45507769456661	23.026679695780597	1.17640577362876	-3.2634951873056126	35.38397555820021	0.7151647734647373	4.187083861705074	0.0	0.3181818181818182	59.0	0.0	10.0	0.0	2.0	2.0	2.0	4.0	0.0	4.0	6.0	0.0	12.0	0.0	15.0	2.0	14.0	0.0	2.0	2.0	0.0	0.0	19.916711415240314	6.0	5.034800000000005	232.96699999999936	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	6.0	6.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DTXSID3045568	10.16416715903278	10.16416715903278	0.0	0.0	0.5272852683254806	9.655172413793103	464.82100000000014	436.5970000000002	463.119624796	162.0	0.0	0.1197240107154488	-0.5076211478974259	0.5076211478974259	0.1197240107154488	1.0	1.6896551724137931	2.3448275862068964	35.495744144585885	10.116030870539946	2.086174019484079	-2.192692367186865	2.292496394567949	-2.2169116631638346	6.309027620020419	0.2906611884776783	2.6167662239228227	0.0	893.2195756505434	17.811190308942127	16.27622433751348	18.665146445387386	12.100886748174156	8.458921184121934	8.83688565713116	5.949864776865439	6.386300557337424	4.351653123387809	4.586750226175547	2.863772515772077	3.030116070813374	-1.7999999999999994	512300.02425471455	29.40156210632401	13.428176652892558	7.188662131519274	187.88940960504243	21.37569967060976	5.749511833283905	0.0	0.0	0.0	0.0	9.883888251797686	0.0	0.0	24.814066322359952	25.44841428961377	55.55408229105642	40.08868154679589	5.516700717616262	16.058911066603432	58.69270369404065	0.0	9.883888251797686	0.0	20.392230805293824	18.40630141583148	59.24749785628266	0.0	5.749511833283905	5.316788604006331	11.374772549367124	5.749511833283905	36.41500621259247	39.03231213022627	6.544756405912575	0.0	19.410925891078243	48.661413050844345	5.022633313741326	10.902924932081056	0.0	111.39	0.0	5.106527394840706	0.0	35.76644999412268	10.772145147025231	47.4754181908829	0.0	12.263210640074686	36.39820241076966	29.048151255185264	11.600939890232516	0.0	6.052452932178252	6.632934746697373	15.269312205669458	3.65120444962752	0.3229798266107793	13.224150221566196	1.762122937137818	6.862620458290378	0.0	0.25	29.0	6.0	6.0	0.0	0.0	0.0	0.0	2.0	1.0	3.0	0.0	0.0	4.0	2.0	9.0	1.0	6.0	0.0	0.0	0.0	0.0	0.0	13.61411620119692	3.0	4.373400000000004	126.4911	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DTXSID6026298	2.1666666666666665	2.1666666666666665	1.3379629629629632	1.3379629629629632	0.475757685340321	9.25	106.16799999999998	96.08799999999998	106.07825032	42.0	0.0	-0.0397646050489469	-0.0617408714267734	0.0617408714267734	0.0397646050489469	1.0	1.5	1.75	13.8660978029623	10.161620655442963	1.8019696433634915	-1.9025751468103107	1.9954308850121376	-1.7097635661219213	5.197667924264779	1.3865224211680838	1.6423714487439025	3.077660437970554	159.89811391899892	5.983127663125442	5.309401076758503	5.309401076758503	3.787693700234704	2.8213672050459184	2.8213672050459184	2.1581548620732005	2.1581548620732005	1.173575314054564	1.173575314054564	0.8070155245349351	0.8070155245349351	-0.78	64.0524865010122	5.358504155124653	1.993744712287256	1.0935372033822537	50.16128734829018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.392371257240434	13.847474399381248	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.847474399381248	0.0	35.392371257240434	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.847474399381248	11.126902983393991	24.26546827384644	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.126902983393991	0.0	0.0	38.11294267322769	0.0	0.0	0.0	0.0	0.0	2.6759259259259265	0.0	8.449074074074073	0.0	4.208333333333333	0.0	0.25	8.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.335436165631133	1.0	2.30344	35.916	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DTXSID3047847	10.527888243260268	10.527888243260268	0.0	-0.6151811959351645	0.8051229545538054	38.04166666666666	347.84200000000004	325.66600000000005	347.12882124399994	128.0	0.0	0.1652428909996293	-0.5042466595879942	0.5042466595879942	0.1652428909996293	1.375	2.208333333333333	3.0	35.45300112017112	9.530114989142692	2.6387641558606454	-2.566488187264132	2.6188526453017467	-2.650060147082151	5.853066978576614	-0.0487999309465727	2.894284673862788	1.457998962030765e-06	733.567239705676	15.767220234572113	13.389823696066976	14.2063202769947	11.163869018582144	8.398838705862813	8.398838705862813	7.233113941824569	7.233113941824569	6.350716794880452	6.350716794880452	5.524395982919901	5.524395982919901	-1.4899999999999995	362766.746737288	16.004252643946675	5.25129316449073	1.7129472265458308	147.38805958481913	14.94991774348146	12.207932775496603	11.49902366656781	0.0	0.0	0.0	4.899909730850478	0.0	0.0	18.985968844778476	24.294427388963253	31.0162182119232	29.482945242315708	0.0	14.94991774348146	12.407033161179976	0.0	4.899909730850478	5.917906046161393	36.50640731989336	13.08951281182515	48.06663312441735	0.0	11.49902366656781	4.736862953800049	0.0	11.49902366656781	12.407033161179976	46.4522509370016	11.83581209232279	5.917906046161393	17.547724606320003	36.93973014102336	0.0	0.0	0.0	52.93000000000001	6.103966387748303	10.213054789681411	0.0	29.675501851608963	17.70925870859326	31.49460754937417	5.563451491696996	6.06636706846161	18.218407282129373	17.554865521282856	4.736862953800049	6.126908147518267	0.0	2.495841364323508	20.80667917515185	2.223373960695389	1.1263581559166882	4.169096119929453	7.040392442470814	5.761350633994032	0.0	0.4736842105263157	24.0	2.0	4.0	2.0	2.0	4.0	0.0	1.0	0.0	1.0	5.0	2.0	4.0	2.0	5.0	2.0	2.0	0.0	1.0	1.0	1.0	0.0	3.501792604664161	5.0	2.1761000000000013	93.96460000000002	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DTXSID5020863	10.74038281053162	10.74038281053162	0.0	-1.385503590325019	0.2208084182638152	13.212121212121213	476.4790000000002	444.2230000000002	476.2006098439998	188.0	0.0	0.3232284756062487	-0.5042598930766835	0.5042598930766835	0.3232284756062487	0.6666666666666666	0.9393939393939394	1.1515151515151516	16.373087153329035	9.938343606289347	2.286376019215758	-2.1859085252032555	2.268891873653794	-2.4630435656899654	5.784247516517144	-0.1430030648573745	2.610019764678917	-4.999999889675929e-07	854.7221805689899	23.275656403009386	18.03279386981758	18.03279386981758	13.65240877519848	8.71752065195163	8.71752065195163	7.444925745144808	7.444925745144808	4.199485752386904	4.199485752386904	2.35724557457078	2.35724557457078	-3.62	1289895.257882203	34.00376383882614	13.04808116356721	10.027377791984948	188.62435378679524	58.5350748310127	11.07785050476669	22.99804733313562	0.0	0.0	11.9386105759037	9.589074368143644	0.0	0.0	0.0	12.13273413692322	49.23984565662168	12.84164324585202	0.0	56.65681424483197	11.9386105759037	0.0	0.0	11.46733495432437	37.766968149999954	0.0	47.52510539416365	0.0	22.99804733313562	11.46733495432437	0.0	22.99804733313562	0.0	70.0842009573587	22.43071761399566	0.0	24.97437738277524	36.39820241076966	0.0	0.0	0.0	302.06	23.01646108067039	19.802129157825057	0.0	52.26826608663173	11.126902983393991	0.0	50.24567681015091	0.0	0.0	0.0	31.893444533687187	0.0	0.0	21.48076562106324	54.081044658604185	9.407876039304613	-3.284160997732425	8.212467876039305	0.1590740740740739	2.776266061980348	0.0	0.3	33.0	16.0	13.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	2.0	0.0	8.0	8.0	13.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	13.444965770781064	2.0	-1.5895000000000004	118.24900000000002	2.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DTXSID3024449	5.051064814814815	5.051064814814815	0.3193518518518523	0.3193518518518523	0.3939269829623753	7.428571428571429	116.189	108.125	116.040819256	40.0	0.0	0.1633921316333218	-0.3763275576629494	0.3763275576629494	0.1633921316333218	2.0	2.571428571428572	2.7142857142857144	32.09204552822842	10.626327908805628	1.7573803121789164	-1.936990452435103	1.5752585318980696	-2.2814913499232325	7.797432759166791	1.0519078019923838	1.6121972227029933	2.9670528832697767	79.75898006442378	5.698670612749268	3.9771623912162095	4.793658972143936	3.270055610029662	1.9128492513477444	2.321097541811607	1.0338267452345111	1.4736531508619588	0.4206304961780411	0.5649680634754476	0.1727610154142488	0.2560943487475822	-0.5700000000000001	29.01955000865388	6.43	3.614162062615101	5.43	48.39300746666075	11.050456081168516	0.0	5.112436884724758	0.0	0.0	0.0	0.0	0.0	0.0	6.578935683598497	6.076020106833881	12.217873443046695	6.544756405912575	0.0	0.0	17.330310327771453	0.0	5.316788604006331	5.733667477162185	0.0	6.544756405912575	12.654955790432378	0.0	0.0	11.050456081168516	0.0	0.0	12.217873443046695	11.657193290637334	0.0	0.0	0.0	12.654955790432378	0.0	0.0	0.0	38.05	0.0	0.0	0.0	0.0	11.657193290637334	0.0	0.0	6.076020106833881	0.0	24.113597730651524	5.733667477162185	0.0	4.479861111111111	0.0	3.005694444444445	5.051064814814815	0.0	0.0	1.6936111111111112	4.103101851851852	0.0	0.25	7.0	3.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	3.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	3.319866008945014	0.0	0.0056	34.9851	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DTXSID1046895	10.484583333333331	10.484583333333331	0.1689814814814811	-0.1736111111111107	0.4142507447463153	32.5	111.104	106.064	111.04326178	42.0	0.0	0.3455522543666192	-0.3851964637781566	0.3851964637781566	0.3455522543666192	1.875	2.625	2.75	16.169535876509855	10.448538718111264	2.461348142976444	-1.8143921899929352	2.233066986055988	-2.1589494411213868	6.062721650183202	0.2396191268206654	2.35270898402546	2.3715922231045874	185.72244425454448	5.723614639131598	4.164482801029578	4.164482801029578	3.787693700234704	2.4349697538993564	2.4349697538993564	1.9874026166165504	1.9874026166165504	1.4241241757024226	1.4241241757024226	0.8529458813532922	0.8529458813532922	-1.06	143.51524802555306	3.884108521721475	0.8657087162483367	0.2672345342754271	45.97898401708089	10.633577208012664	11.87746061490523	0.0	0.0	0.0	6.031114512338072	0.0	4.794537184071822	4.992404732635669	0.0	0.0	0.0	0.0	6.544756405912575	4.794537184071822	11.86673429809534	0.0	4.899909730850478	10.726072209797854	6.041840829147961	6.544756405912575	0.0	0.0	0.0	5.733667477162185	4.794537184071822	0.0	0.0	29.35324126400636	0.0	0.0	0.0	4.992404732635669	0.0	0.0	0.0	58.46	0.0	4.794537184071822	0.0	12.072955341486033	5.835619785757269	6.544756405912575	0.0	4.899909730850478	0.0	4.992404732635669	5.733667477162185	0.0	0.0	15.606111111111112	0.0	5.297824074074073	0.4814814814814816	-0.0046296296296295	0.0	0.7858796296296297	0.0	0.5	8.0	2.0	4.0	0.0	2.0	2.0	2.0	0.0	0.0	0.0	1.0	0.0	2.0	1.0	4.0	2.0	0.0	0.0	1.0	1.0	0.0	1.0	0.4203133252635903	2.0	-0.8386	27.5124	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
DTXSID9021554	10.134489279910005	10.134489279910005	0.3410493827160494	-0.6633720448055762	0.5706831499634679	10.083333333333334	172.268	152.10799999999998	172.14632988	72.0	0.0	0.3028395565321837	-0.481230389785217	0.481230389785217	0.3028395565321837	1.0	1.5	2.0	16.36512247817597	10.088317202407996	1.9515124131656405	-1.9789051023007307	2.0737325198367698	-1.928646926387521	5.660142683411442	-0.1366513313410785	2.0243641446269387	2.86138733944056	110.40620687739316	9.234204518682008	8.012316135456203	8.012316135456203	5.770055610029663	4.988391114761732	4.988391114761732	3.2650588867829957	3.2650588867829957	1.9941955573808652	1.9941955573808652	1.2333325063394598	1.2333325063394598	-0.53	402.8484647807608	11.47	8.565510983763133	9.47	74.97948590963883	5.106527394840706	0.0	0.0	0.0	0.0	5.969305287951849	4.794537184071822	0.0	0.0	0.0	45.448666937246685	6.4208216229260096	6.4208216229260096	0.0	9.901064578912528	5.969305287951849	0.0	0.0	0.0	58.29031018309871	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.075832682792557	4.794537184071822	0.0	58.29031018309871	0.0	0.0	0.0	0.0	37.3	5.969305287951849	4.794537184071822	0.0	0.0	6.4208216229260096	12.84164324585202	32.10410811463005	0.0	0.0	6.923737199690624	5.106527394840706	0.0	0.0	10.134489279910005	8.354234863711325	0.0	-0.6633720448055762	0.0	8.642477534223566	2.198837033627348	0.0	0.9	12.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	2.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	8.187200915313595	0.0	3.2117000000000013	50.24580000000002	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0
