compound	MaxAbsEStateIndex	MaxEStateIndex	MinAbsEStateIndex	MinEStateIndex	qed	SPS	MolWt	HeavyAtomMolWt	ExactMolWt	NumValenceElectrons	NumRadicalElectrons	MaxPartialCharge	MinPartialCharge	MaxAbsPartialCharge	MinAbsPartialCharge	FpDensityMorgan1	FpDensityMorgan2	FpDensityMorgan3	BCUT2D_MWHI	BCUT2D_MWLOW	BCUT2D_CHGHI	BCUT2D_CHGLO	BCUT2D_LOGPHI	BCUT2D_LOGPLOW	BCUT2D_MRHI	BCUT2D_MRLOW	AvgIpc	BalabanJ	BertzCT	Chi0	Chi0n	Chi0v	Chi1	Chi1n	Chi1v	Chi2n	Chi2v	Chi3n	Chi3v	Chi4n	Chi4v	HallKierAlpha	Ipc	Kappa1	Kappa2	Kappa3	LabuteASA	PEOE_VSA1	PEOE_VSA10	PEOE_VSA11	PEOE_VSA12	PEOE_VSA13	PEOE_VSA14	PEOE_VSA2	PEOE_VSA3	PEOE_VSA4	PEOE_VSA5	PEOE_VSA6	PEOE_VSA7	PEOE_VSA8	PEOE_VSA9	SMR_VSA1	SMR_VSA10	SMR_VSA2	SMR_VSA3	SMR_VSA4	SMR_VSA5	SMR_VSA6	SMR_VSA7	SMR_VSA8	SMR_VSA9	SlogP_VSA1	SlogP_VSA10	SlogP_VSA11	SlogP_VSA12	SlogP_VSA2	SlogP_VSA3	SlogP_VSA4	SlogP_VSA5	SlogP_VSA6	SlogP_VSA7	SlogP_VSA8	SlogP_VSA9	TPSA	EState_VSA1	EState_VSA10	EState_VSA11	EState_VSA2	EState_VSA3	EState_VSA4	EState_VSA5	EState_VSA6	EState_VSA7	EState_VSA8	EState_VSA9	VSA_EState1	VSA_EState10	VSA_EState2	VSA_EState3	VSA_EState4	VSA_EState5	VSA_EState6	VSA_EState7	VSA_EState8	VSA_EState9	FractionCSP3	HeavyAtomCount	NHOHCount	NOCount	NumAliphaticCarbocycles	NumAliphaticHeterocycles	NumAliphaticRings	NumAmideBonds	NumAromaticCarbocycles	NumAromaticHeterocycles	NumAromaticRings	NumAtomStereoCenters	NumBridgeheadAtoms	NumHAcceptors	NumHDonors	NumHeteroatoms	NumHeterocycles	NumRotatableBonds	NumSaturatedCarbocycles	NumSaturatedHeterocycles	NumSaturatedRings	NumSpiroAtoms	NumUnspecifiedAtomStereoCenters	Phi	RingCount	MolLogP	MolMR	fr_Al_COO	fr_Al_OH	fr_Al_OH_noTert	fr_ArN	fr_Ar_COO	fr_Ar_N	fr_Ar_NH	fr_Ar_OH	fr_COO	fr_COO2	fr_C_O	fr_C_O_noCOO	fr_C_S	fr_HOCCN	fr_Imine	fr_NH0	fr_NH1	fr_NH2	fr_N_O	fr_Ndealkylation1	fr_Ndealkylation2	fr_Nhpyrrole	fr_SH	fr_aldehyde	fr_alkyl_carbamate	fr_alkyl_halide	fr_allylic_oxid	fr_amide	fr_amidine	fr_aniline	fr_aryl_methyl	fr_azide	fr_azo	fr_barbitur	fr_benzene	fr_benzodiazepine	fr_bicyclic	fr_diazo	fr_dihydropyridine	fr_epoxide	fr_ester	fr_ether	fr_furan	fr_guanido	fr_halogen	fr_hdrzine	fr_hdrzone	fr_imidazole	fr_imide	fr_isocyan	fr_isothiocyan	fr_ketone	fr_ketone_Topliss	fr_lactam	fr_lactone	fr_methoxy	fr_morpholine	fr_nitrile	fr_nitro	fr_nitro_arom	fr_nitro_arom_nonortho	fr_nitroso	fr_oxazole	fr_oxime	fr_para_hydroxylation	fr_phenol	fr_phenol_noOrthoHbond	fr_phos_acid	fr_phos_ester	fr_piperdine	fr_piperzine	fr_priamide	fr_prisulfonamd	fr_pyridine	fr_quatN	fr_sulfide	fr_sulfonamd	fr_sulfone	fr_term_acetylene	fr_tetrazole	fr_thiazole	fr_thiocyan	fr_thiophene	fr_unbrch_alkane	fr_urea
DTXSID9046499	12.499238060403734	12.499238060403734	0.17341794742588434	-0.48791920437164094	0.4771592404134443	11.185185185185185	395.88300000000015	369.67500000000007	395.14995061199994	148.0	0.0	0.3436472121599233	-0.4801938777122135	0.4801938777122135	0.3436472121599233	1.2222222222222223	1.9259259259259258	2.5555555555555554	35.49569223794637	10.030773574646599	2.172021627257865	-2.1804807856709307	2.338498607513053	-2.2682302449926324	6.359631262128437	-0.14495481408867775	2.6467156223040185	2.317612283241154	857.5513851567678	19.974327015758657	16.26376074632704	17.019689692345494	12.921452615420643	9.178871402405493	9.55683587541472	6.1180175889990975	6.495982062008324	4.582819064191287	4.940722477523683	2.9531498006948014	3.2110742212643446	-2.0499999999999994	844746.931739529	21.2523451798887	9.760523424397581	5.018770584583132	163.54548228979024	18.790786575503923	10.772145147025231	12.18990210615516	0.0	0.0	11.594891607029837	0.0	9.589074368143644	0.0	0.0	25.448414289613766	51.05399446275261	17.494432112074367	6.606881964512918	18.685414028725265	28.539489534291405	0.0	4.899909730850478	0.0	34.11577042168851	32.84803314676356	38.70239393720834	0.0	5.749511833283905	10.362449272878036	0.0	5.749511833283905	11.600939890232516	43.717248165565884	15.95222176079788	6.923737199690624	31.898114582465862	21.34442225804839	5.022633313741326	10.969244356107037	0.0	68.98	11.594891607029837	9.589074368143644	0.0	29.568929217693313	11.984273114623004	30.58394492389952	0.0	19.056471336613843	6.923737199690624	18.747384130231726	25.49181673488596	15.723935662553016	6.352827949523175	26.204485093601022	0.9351139298311923	1.390389793454369	-0.21415916769448606	3.4642289462081126	0.615590828862557	10.472031408105485	0.0	0.5	27.0	0.0	6.0	0.0	0.0	0.0	0.0	1.0	1.0	2.0	0.0	0.0	6.0	0.0	7.0	1.0	9.0	0.0	0.0	0.0	0.0	0.0	7.682741220432839	2.0	3.5810200000000023	105.85100000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DTXSID3049386	2.4054166666666665	2.4054166666666665	1.34375	1.34375	0.5174604848023221	24.6	142.26599999999996	122.10599999999998	142.15902606008999	60.0	0.0	0.07840997186221786	-0.32605258211996746	0.32605258211996746	0.07840997186221786	1.1	1.7	2.2	15.326060147007817	10.092714327107588	2.221086153618871	-2.370508108331024	2.154576623817645	-2.476533036006698	4.501831556194606	-0.9135830528667281	1.8880234593184857	2.323307215921039	87.39161360323426	7.4497474683058345	7.396961063805792	7.396961063805792	4.767766952966369	4.603003674737019	4.603003674737019	3.8509842563302077	3.8509842563302077	2.6593382550672673	2.6593382550672673	2.039069614955196	2.039069614955196	-0.04	188.80234593184858	8.060401606425705	3.3800579180003054	1.9786123266639852	64.62276194627188	4.483030857694624	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.923737199690624	25.683286491704038	0.0	26.681941200414915	4.483030857694624	0.0	0.0	0.0	0.0	32.60702369139466	26.681941200414915	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.16497205810954	0.0	0.0	32.60702369139466	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49.800586567136385	0.0	0.0	13.971409182367815	0.0	1.34375	0.0	0.0	0.0	0.0	0.0	0.0	5.723268140589569	6.527565192743764	2.4054166666666665	1.0	10.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	2.0	0.0	1.0	1.0	0.0	0.0	2.7244624272061584	1.0	2.0269	44.92740000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DTXSID3045568	10.164167159032779	10.164167159032779	0.3229798266107793	0.3229798266107793	0.5980257885078599	11.2	355.8690000000001	333.6930000000001	355.1451400039999	130.0	0.0	0.11972401071544887	-0.5076211478974259	0.5076211478974259	0.11972401071544887	1.08	1.88	2.64	35.495691603569824	10.116030879004756	2.086139389622644	-2.192692352123665	2.2924565715339837	-2.2169116428308144	6.3090090183587675	0.2906612683434532	2.6167662239228227	1.9078862505736283	877.9443065405388	17.81119030894213	14.459727756585753	15.215656702604209	12.100886748174158	8.458921184121934	8.83688565713116	5.949864776865439	6.3863005573374245	4.351653123387808	4.586750226175547	2.863772515772078	3.0301160708133743	-2.2999999999999994	512300.02425471455	17.520698585454607	7.722207642285875	4.032364531312095	152.62171624311483	10.423315998847038	5.749511833283905	0.0	0.0	0.0	0.0	9.883888251797686	0.0	0.0	0.0	25.448414289613766	55.55408229105642	40.08868154679589	5.516700717616262	5.106527394840706	33.878637371680696	0.0	9.883888251797686	0.0	20.392230805293824	18.406301415831482	59.24749785628266	0.0	5.749511833283905	5.316788604006331	11.374772549367124	5.749511833283905	11.600939890232516	28.07992845846354	6.544756405912575	0.0	19.410925891078243	48.661413050844345	5.022633313741326	10.902924932081056	0.0	48.39	0.0	5.106527394840706	0.0	0.0	10.772145147025231	47.4754181908829	0.0	12.263210640074686	36.39820241076966	29.048151255185264	11.600939890232516	0.0	6.052452932178252	6.632934746697373	15.26931220566946	3.651204449627521	0.3229798266107793	13.224150221566196	1.7621229371378182	6.862620458290379	0.0	0.25	25.0	2.0	4.0	0.0	0.0	0.0	0.0	2.0	1.0	3.0	0.0	0.0	4.0	2.0	5.0	1.0	6.0	0.0	0.0	0.0	0.0	0.0	5.411938900591395	3.0	5.179200000000004	104.76750000000003	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DTXSID6026298	2.1666666666666665	2.1666666666666665	1.3379629629629632	1.3379629629629632	0.4757576853403211	9.25	106.16799999999999	96.08799999999998	106.07825032	42.0	0.0	-0.03976460504894693	-0.06174087142677341	0.06174087142677341	0.03976460504894693	1.0	1.5	1.75	13.866097802962315	10.161620655442979	1.801969643363488	-1.902575146810309	1.9954308850121385	-1.7097635661219206	5.197667924264773	1.3865224211680824	1.6423714487439025	3.077660437970554	159.89811391899892	5.983127663125442	5.309401076758503	5.309401076758503	3.787693700234704	2.821367205045919	2.821367205045919	2.1581548620732005	2.1581548620732005	1.1735753140545637	1.1735753140545637	0.807015524534935	0.807015524534935	-0.78	64.0524865010122	5.358504155124653	1.9937447122872558	1.0935372033822537	50.16128734829017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.392371257240434	13.847474399381248	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.847474399381248	0.0	35.392371257240434	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.847474399381248	11.126902983393991	24.26546827384644	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.126902983393991	0.0	0.0	38.112942673227685	0.0	0.0	0.0	0.0	0.0	2.6759259259259265	0.0	8.449074074074073	0.0	4.208333333333333	0.0	0.25	8.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.335436165631133	1.0	2.30344	35.916	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DTXSID3047847	10.527888243260268	10.527888243260268	0.19626984126984115	-0.6151811959351647	0.817291700924923	39.69565217391305	311.3810000000001	290.213	311.152143532	120.0	0.0	0.16524289099962933	-0.5042466595879942	0.5042466595879942	0.16524289099962933	1.391304347826087	2.260869565217391	3.0869565217391304	16.5168592861617	9.530114989593361	2.638758408312091	-2.5664881815375615	2.6188438533938356	-2.6500601452545096	5.612570989780135	-0.04879992330658174	2.894284673862788	1.7577391149750692	727.5700646776795	15.767220234572113	12.98157540560311	12.98157540560311	11.163869018582146	8.398838705862811	8.398838705862811	7.233113941824566	7.233113941824566	6.3507167948804515	6.3507167948804515	5.524395982919899	5.524395982919899	-1.7800000000000002	362766.746737288	13.64009884782353	4.396144337163387	1.4855281307958579	135.23496633226975	14.94991774348146	12.207932775496605	11.49902366656781	0.0	0.0	0.0	4.899909730850478	0.0	0.0	6.578935683598497	24.294427388963253	31.0162182119232	29.482945242315704	0.0	14.94991774348146	0.0	0.0	4.899909730850478	5.917906046161393	36.50640731989336	13.08951281182515	48.06663312441735	0.0	11.49902366656781	4.736862953800049	0.0	11.49902366656781	0.0	46.4522509370016	11.83581209232279	5.917906046161393	17.54772460632	36.93973014102336	0.0	0.0	0.0	52.93000000000001	6.103966387748303	10.213054789681411	0.0	17.26846869042899	17.70925870859326	31.494607549374162	5.563451491696996	6.06636706846161	18.218407282129373	17.554865521282856	4.736862953800049	6.126908147518266	0.0	2.4958413643235073	20.80667917515185	2.2233739606953895	1.1263581559166873	4.169096119929453	7.040392442470814	5.761350633994032	0.0	0.47368421052631576	23.0	2.0	4.0	2.0	2.0	4.0	0.0	1.0	0.0	1.0	5.0	2.0	4.0	2.0	4.0	2.0	2.0	0.0	1.0	1.0	1.0	0.0	2.607123622096011	5.0	1.7542999999999997	86.71660000000004	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DTXSID5020863	10.74038281053162	10.74038281053162	0.07953703703703718	-1.385503590325019	0.3081342736609009	14.533333333333333	422.43400000000014	396.22600000000017	422.1689157919999	164.0	0.0	0.3232284756062487	-0.5042598930766835	0.5042598930766835	0.3232284756062487	0.7	1.0	1.2333333333333334	16.373024086052872	9.938343606289378	2.28635528284877	-2.185908525203255	2.268866401514706	-2.4630435656899707	5.784241204107606	-0.14300306485737463	2.610019764678917	2.999999920566669e-07	849.5176403034268	23.275656403009386	16.532793869817578	16.532793869817578	13.652408775198479	8.717520651951629	8.717520651951629	7.4449257451448085	7.4449257451448085	4.199485752386903	4.199485752386903	2.3572455745707805	2.3572455745707805	-3.5	1289895.257882203	24.537735849056602	9.331732967535437	6.832533770988512	172.18209350155212	42.1064993233686	11.07785050476669	22.99804733313562	0.0	0.0	11.938610575903699	9.589074368143644	0.0	0.0	0.0	12.13273413692322	49.239845656621675	12.841643245852019	0.0	40.22823873718787	11.938610575903699	0.0	0.0	11.46733495432437	37.766968149999954	0.0	47.52510539416365	0.0	22.99804733313562	11.46733495432437	0.0	22.99804733313562	0.0	53.65562544971461	22.43071761399566	0.0	24.974377382775238	36.39820241076966	0.0	0.0	0.0	207.55999999999997	23.01646108067039	19.802129157825057	0.0	35.839690578987636	11.126902983393991	0.0	50.245676810150904	0.0	0.0	0.0	31.893444533687187	0.0	0.0	21.48076562106324	54.081044658604185	9.407876039304613	-3.2841609977324238	8.212467876039305	0.15907407407407437	2.7762660619803476	0.0	0.3	30.0	10.0	10.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	2.0	0.0	8.0	8.0	10.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	7.632653285710588	2.0	0.8845999999999996	107.40760000000003	2.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DTXSID3024449	5.051064814814815	5.051064814814815	0.3193518518518521	0.3193518518518521	0.3939269829623753	7.428571428571429	116.189	108.125	116.04081925599999	40.0	0.0	0.1633921316333218	-0.3763275576629494	0.3763275576629494	0.1633921316333218	2.0	2.5714285714285716	2.7142857142857144	32.092045528228404	10.626327908805637	1.757380312178915	-1.9369904524351034	1.5752585318980707	-2.281491349923235	7.797432759166773	1.0519078019923804	1.6121972227029933	2.9670528832697762	79.75898006442378	5.698670612749268	3.9771623912162095	4.793658972143936	3.270055610029662	1.9128492513477442	2.321097541811607	1.0338267452345113	1.4736531508619586	0.42063049617804116	0.5649680634754476	0.17276101541424888	0.2560943487475822	-0.5700000000000001	29.01955000865388	6.43	3.614162062615101	5.43	48.393007466660755	11.050456081168516	0.0	5.112436884724758	0.0	0.0	0.0	0.0	0.0	0.0	6.578935683598497	6.076020106833881	12.217873443046695	6.544756405912575	0.0	0.0	17.330310327771453	0.0	5.316788604006331	5.733667477162185	0.0	6.544756405912575	12.654955790432378	0.0	0.0	11.050456081168516	0.0	0.0	12.217873443046695	11.657193290637334	0.0	0.0	0.0	12.654955790432378	0.0	0.0	0.0	38.05	0.0	0.0	0.0	0.0	11.657193290637334	0.0	0.0	6.076020106833881	0.0	24.113597730651524	5.733667477162185	0.0	4.479861111111111	0.0	3.005694444444445	5.051064814814815	0.0	0.0	1.6936111111111112	4.103101851851852	0.0	0.25	7.0	3.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	3.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	3.319866008945014	0.0	0.005600000000000216	34.98509999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DTXSID1046895	10.484583333333333	10.484583333333333	0.16898148148148118	-0.17361111111111094	0.4142507447463153	32.5	111.10399999999998	106.064	111.04326178	42.0	0.0	0.34555225436661924	-0.38519646377815664	0.38519646377815664	0.34555225436661924	1.875	2.625	2.75	16.169535876509848	10.448538718111278	2.4613481429764428	-1.814392189992937	2.23306698605598	-2.158949441121384	6.062721650183202	0.23961912682066572	2.35270898402546	2.3715922231045874	185.72244425454446	5.723614639131599	4.164482801029578	4.164482801029578	3.787693700234704	2.4349697538993564	2.4349697538993564	1.9874026166165506	1.9874026166165506	1.4241241757024228	1.4241241757024228	0.8529458813532922	0.8529458813532922	-1.06	143.51524802555306	3.884108521721475	0.8657087162483367	0.2672345342754271	45.97898401708088	10.633577208012664	11.87746061490523	0.0	0.0	0.0	6.031114512338072	0.0	4.794537184071822	4.992404732635669	0.0	0.0	0.0	0.0	6.544756405912575	4.794537184071822	11.866734298095341	0.0	4.899909730850478	10.726072209797854	6.041840829147961	6.544756405912575	0.0	0.0	0.0	5.733667477162185	4.794537184071822	0.0	0.0	29.353241264006357	0.0	0.0	0.0	4.992404732635669	0.0	0.0	0.0	58.459999999999994	0.0	4.794537184071822	0.0	12.072955341486033	5.835619785757269	6.544756405912575	0.0	4.899909730850478	0.0	4.992404732635669	5.733667477162185	0.0	0.0	15.606111111111112	0.0	5.297824074074073	0.48148148148148207	-0.004629629629629761	0.0	0.7858796296296298	0.0	0.5	8.0	2.0	4.0	0.0	2.0	2.0	2.0	0.0	0.0	0.0	1.0	0.0	2.0	1.0	4.0	2.0	0.0	0.0	1.0	1.0	0.0	1.0	0.42031332526359033	2.0	-0.8386	27.512399999999996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
DTXSID9021554	10.134489279910005	10.134489279910005	0.34104938271604945	-0.6633720448055762	0.5706831499634679	10.083333333333334	172.268	152.10799999999998	172.14632988	72.0	0.0	0.3028395565321837	-0.481230389785217	0.481230389785217	0.3028395565321837	1.0	1.5	2.0	16.365122478175948	10.088317202407982	1.9515124131656392	-1.978905102300731	2.073732519836769	-1.9286469263875186	5.6601426834114426	-0.1366513313410785	2.0243641446269387	2.86138733944056	110.40620687739317	9.234204518682008	8.012316135456203	8.012316135456203	5.770055610029663	4.988391114761732	4.988391114761732	3.2650588867829953	3.2650588867829953	1.9941955573808654	1.9941955573808654	1.2333325063394598	1.2333325063394598	-0.53	402.8484647807608	11.47	8.565510983763133	9.47	74.97948590963883	5.106527394840706	0.0	0.0	0.0	0.0	5.969305287951849	4.794537184071822	0.0	0.0	0.0	45.448666937246685	6.4208216229260096	6.4208216229260096	0.0	9.901064578912528	5.969305287951849	0.0	0.0	0.0	58.29031018309871	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.075832682792555	4.794537184071822	0.0	58.29031018309871	0.0	0.0	0.0	0.0	37.3	5.969305287951849	4.794537184071822	0.0	0.0	6.4208216229260096	12.841643245852019	32.10410811463005	0.0	0.0	6.923737199690624	5.106527394840706	0.0	0.0	10.134489279910005	8.354234863711325	0.0	-0.6633720448055762	0.0	8.642477534223566	2.1988370336273477	0.0	0.9	12.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	2.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	8.187200915313595	0.0	3.2117000000000013	50.245800000000024	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0
DTXSID1047811	9.021901772623966	9.021901772623966	0.22937285200518454	0.22937285200518454	0.7317801043771165	12.73913043478261	335.8790000000001	309.671	335.176440132	126.0	0.0	0.0737050348968934	-0.3950445723161837	0.3950445723161837	0.0737050348968934	1.3043478260869565	2.130434782608696	2.869565217391304	35.49569150215685	10.110989847481228	2.0769845004899263	-2.2102963954704338	2.2482818922385124	-2.283446699468411	6.30886691256779	0.19904723052447054	2.535748642022221	1.914106434394462	620.2382291388919	16.656489770562878	13.926347561766145	14.6822765077846	11.134560252985372	8.277121803144688	8.655086276153915	5.865465663102048	6.3019014435740335	4.081594676579745	4.316691779367483	2.775269670050694	2.94161322509199	-1.3599999999999994	148135.89991829614	17.985553072207168	9.062254640025788	5.341836349421254	143.0243904946372	15.323225729697516	0.0	0.0	0.0	0.0	0.0	4.9839785209472085	0.0	0.0	0.0	18.524677089923138	57.12036153121423	34.8796846095633	12.123582682129179	5.106527394840706	28.191251096997135	0.0	9.883888251797686	0.0	32.730958474381225	31.557939786256973	35.48494515920084	0.0	0.0	5.316788604006331	5.687386274683562	0.0	11.600939890232516	47.273407658036994	0.0	0.0	26.689117645233267	30.462311845459514	5.022633313741326	10.902924932081056	0.0	48.39	0.0	0.0	0.0	6.606881964512918	11.064474142889287	49.06622367035436	0.0	0.0	30.462311845459514	29.048151255185264	16.70746728507322	0.0	6.031460883001679	6.6464611659125135	14.402662239656287	2.010811506765241	0.0	8.191121800543316	4.003935507139121	7.324658008092952	0.0	0.5	23.0	2.0	4.0	0.0	0.0	0.0	0.0	1.0	1.0	2.0	1.0	0.0	4.0	2.0	5.0	1.0	9.0	0.0	0.0	0.0	0.0	1.0	7.086507034001715	2.0	3.783000000000002	98.27150000000005	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
