compound	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30	PC31	PC32	PC33	PC34	PC35	PC36	PC37	PC38	PC39	PC40	PC41	PC42	PC43	PC44	PC45	PC46	PC47	PC48	PC49	PC50	PC51	PC52	PC53	PC54	PC55	PC56	PC57	PC58	PC59	PC60	PC61	PC62	PC63	PC64	PC65	PC66	PC67	PC68	PC69	PC70	PC71	PC72	PC73	PC74	PC75	PC76	PC77	PC78	PC79	PC80	PC81	PC82	PC83	PC84	PC85	PC86	PC87	PC88	PC89	PC90	PC91	PC92	PC93	PC94	PC95	PC96	PC97	PC98	PC99	PC100
DTXSID9046499	0.37922528504482145	-0.4811151588566908	3.80988377024123	6.932720955111022	0.5201577892025757	0.20015293189102962	-2.1231952203355577	2.0386489368279137	2.994100089864288	-3.3091033292087455	-4.06070198957982	-1.4204310612020572	1.0031886818465088	0.6053483731719409	0.6678749057946056	3.9090410285754285	3.0330897537042922	1.8792050953986807	-0.75658574094679	-1.170799103042047	0.9013015412783387	-0.2820101215961302	0.10595479959437767	0.8038546236984585	0.21337488132436683	-2.9909856890642015	-0.23416399091111612	1.2289327580358365	-2.148116834177753	-0.900642581946196	1.3689137291743265	4.025910789702334	1.4577254857417674	0.44561628716818447	0.6814912331609895	-0.6331066280722143	1.0341813227956935	-0.2679695277951771	0.14155206844221777	0.03121957959617193	1.6699533653324332	-0.09100817299527884	0.022451052390345862	0.04080254406061783	-2.5541883292179044	-0.3646852967313941	-0.7385909923450794	0.6160777262454193	1.0196210911610195	-0.24430601056747797	-0.25825366938420424	0.2682693367354973	1.0306663664363067	-0.2883026452314272	-1.4053385759091153	1.9206785872271355	-1.687327642790633	0.1921217344230073	1.5154640672682058	0.44250303828458526	0.698365428372167	1.4079946872572342	0.7966618621170298	-0.6555433629138127	0.4679031131928232	0.9667109566051163	0.915960230191049	1.220852868987015	-0.11748335723708518	0.37665277409186815	-1.6269509981489072	-0.3677793580292339	0.8963809051420918	0.5526925096593127	-0.8026267599965959	-0.66406447937316	-0.7509210340436325	0.3528787563920015	-0.05766562526753572	1.2178478883643509	0.7170965412004153	-1.1799697833278502	1.4717269464900975	0.5656999254066019	-0.1776964921713366	0.32753828611060504	0.195436045120948	-0.26346315082785976	-0.8602560598931817	-0.355462455135115	0.5995641184246054	-1.0292372569454311	0.39463015753100117	-1.2273566126012276	0.9086030011962707	0.07141220036238616	1.0754254142165613	0.46602055707139756	-0.06999060939490961	0.4584511973178827
DTXSID3049386	1.0586451232802014	2.2738155345140254	5.969237492813749	-1.52479686102363	-3.7181780549124475	3.864880339395261	-4.525781231453285	4.301112547533867	0.36578940985798075	-3.95347256109386	-3.921902711541194	-3.6884439641388753	-0.9663641060187363	0.57211341086044	2.7034788001650716	3.1671565238530164	-2.7323259251163226	2.0171858650672085	-2.6634798856039974	-5.153298953843725	2.8077319209868894	0.5431680543670117	-0.9330005462958193	1.701097955200527	0.4462110336990857	1.6523957339434674	-0.7566421124301035	-1.2923083288992958	2.681848320896858	0.7433237048350905	0.31348612622100946	0.7293071807863183	0.7050504810806242	0.807089541956803	0.626579941215554	-0.47285645635727663	-0.9949509644906778	0.5346352766048504	-0.9169137518715902	-0.1234452591997111	1.9313803782975902	-0.03569902779040903	-0.19739301416819957	-1.0830156430315363	0.5148531288520505	2.876484080860383	0.11844933175878752	-0.5587227381876942	-0.8844217627144391	0.6098305625503246	1.5620624971057022	-2.136300969151693	2.363784866921645	0.5820822527870737	-6.304356421843416	0.6890003524513548	1.2762123502507237	1.6588257897950438	-1.3804100055334354	-1.1769081309798435	3.2223639578513894	-2.143243212392193	1.9730908440559354	0.24945018898207902	-2.634320920388604	0.5697079589230025	1.8971020947511412	-0.7288340891129668	1.240245413921336	1.2556820157579094	2.3448186070634076	-1.1252825629875929	-1.2579593294022924	0.8670196137334965	0.23808829809994866	1.0925487680361385	0.5893218783784021	-0.3335497529303101	-0.5077896694923056	-1.2668392125718937	0.9124137194865429	-0.40785987884817815	-0.7265420308038621	1.1668568907573336	-1.1938949822238054	-0.7154954267038848	1.0280071271849944	2.2285524538320014	1.5463541298359529	2.08845056190044	-0.6523899293704638	0.9941766338114001	-0.0972799931217139	0.8131717290620459	-0.38142814782520623	1.6303537556966528	2.097380088974293	1.4297430318424664	0.938824917068614	-0.44800837653565306
DTXSID1048625	4.704949036090629	2.143982482647814	3.635365571899933	5.832390586336893	-6.152983777977083	1.7644522343682214	0.9266801300503904	0.9192935561977513	-1.8417048616795675	-3.555173874530355	-3.6610856455383365	2.8964351226784033	-4.537818188526664	2.7945858620015405	1.5505398179743164	3.5141032275644863	2.0325554824148244	2.2345249997510304	-1.6891288338537216	0.27391903718102123	-0.6259418279011064	2.8063631538219	1.3530520418370577	-1.0947411427842733	-2.0878773605421665	1.3229737303491034	3.9459273920004625	-0.2552515185893195	0.6200432952305563	0.014766119044688197	-0.36141709020837454	-0.7079616770244438	-1.0705695198546783	0.25991847200472645	0.6310828750489506	-0.23754905076467595	0.3175790809779031	-1.3005882251190322	0.8225663406825973	-0.4411518227170828	0.15006933600326972	0.4163953508529894	-1.0962222475328853	-0.9681079010120588	0.17682476807139114	-0.04782538944101818	-0.5162928747391207	-2.3646987647208695	-2.4965122829552935	0.13727128206580738	-2.5022767769151426	-0.7326188665254948	-0.07209444075860205	-2.08287288495002	0.9611201829140851	-1.1121390915370881	1.8751895669348597	0.13399932994235927	-0.4112488709198065	-0.9348488843376629	-2.3703051429260222	-0.15394416679715323	-0.1748076626928339	-2.482237639281036	2.2684178057822657	0.17426187601881651	-0.1527427336095775	0.9056563490826404	0.44848866671305676	-0.9911829676803914	2.003693776123554	-1.303225380354172	0.13510489419594537	-1.103194958285583	0.009012756536528811	1.273420294241114	2.848940354464194	1.2808459909001964	-0.7472415953401318	-0.5480086914323149	1.8363430610309304	-0.9012396887170525	-0.3853199663589207	-0.1769321321348518	-0.643466008087174	0.25956184456971965	-1.1353517132589472	2.774887969072878	0.2599149292419463	1.342847479380111	-0.9404534980250258	-0.8921427663842623	0.38911085771261766	0.4531327346060327	-2.070960855635936	0.4327655430505031	0.13184448353688824	0.9032245706615712	-1.679971267886497	-0.06758123499412423
DTXSID3045568	5.295238068536891	-3.15589879489359	2.3754340322053533	4.037005352137176	-2.713990475198396	-1.8765723438391662	-3.1168697276679347	0.1181947147253511	3.7848124517911566	-2.670718535015811	-3.4337656354369392	-2.1331990296498757	2.1289267542364123	1.4408051093381076	1.1482283538671032	1.4176290051803457	-0.9295950632481496	2.3335428996812686	-1.132754420739295	0.7606647562255452	-2.0877984714510385	0.36748374358939917	-0.4426092065683082	1.9992378282672045	-0.7720322844140254	-0.913428641474842	-2.1464278276161957	0.35811316195794785	-0.0019940612875404074	0.2327797357711438	1.6294794301434237	0.43193394199071905	2.2358733844784044	-0.5235215512170563	1.191004711664545	-1.8975766178189002	0.47300435271235275	-0.4876684112852597	0.9500751020124247	-0.7588669742079844	-0.18494927490408716	0.21203173754246607	2.4567366037096945	0.2911494333466586	-3.2346165220742344	-0.0424828242589211	-0.11954460308495846	-0.20514482692465594	1.4828115574522005	0.021869613268576383	0.849098275955157	1.7306790863667771	-0.11713805183928862	1.2807648774707314	-1.7274686352186448	1.9540796902245892	-0.9528484121494383	-0.3855155750923975	0.07386094372745769	1.6785849863716191	-0.011730577400210591	-1.208923955993577	0.643834569491491	0.6348669607028554	2.4095249738854516	0.07796362133454003	-0.8355656516310603	2.4667579962364905	-0.7418932264372207	-1.1749441313838032	1.898159320395455	1.8570430266229407	-0.048584003843872854	0.5991316968052555	-1.156243929154893	-1.6924673137434751	0.23228000379405853	-1.836454555439441	0.7656919616503847	0.99698450064265	1.3063815690216338	-0.36514358601895264	1.124775563741262	1.4141519412900867	1.1165651265545151	0.09234947181001169	-0.9898301909530144	0.2774138056235995	0.19169780356181276	0.5368654565406141	-0.12241012241676606	0.1422566561925301	1.0353780136648312	-0.7051551665158899	1.6754143727060924	1.4046157571280202	0.02045731304237408	-1.3085212292335968	-0.035423707320671766	-0.5854667301636443
DTXSID6026298	-1.1487320939534924	-1.679505114715124	-2.645820734754684	-2.6682404343274815	-0.3480124099356214	1.3898634680734356	-0.32293731727040276	-0.7772264574927495	-0.4731798236388897	0.16166778553400657	-0.40350398715057406	0.2580967762248516	-0.5275302013190287	0.06756055638745552	-1.5124024519337096	0.06552878215999769	-0.02979896236838945	-0.7701122291580549	0.2939821717606801	-0.4426374121634285	-0.23213838007561627	-0.031623456059020005	0.19029029043662896	-0.5394176426241553	0.4549563965685813	0.5660701384734095	0.29600146457262505	0.7599723533004304	0.09239034555503033	-0.5677688399404947	-0.6706651258121317	0.13794940040463807	-0.13527010204966852	-0.4507934925695545	0.25192023578167483	-0.16378581001806564	0.10466049007177687	0.2191623019404453	-0.6971193108618464	0.0023367865257560207	-0.22763030299424117	-0.293202616100154	0.10291355407395832	-0.4242482017987195	0.16126095829572193	-0.5230337679480325	0.11945934908660687	-0.008806856056705318	-0.18958640494627615	-0.17332429526726623	0.2699461843808459	-0.6511962272860513	0.5629592787490519	-0.11190620826824527	-0.8010460688189933	-0.47964885404685886	0.20756699431770875	-0.044648645630066965	-0.4963338041194189	0.1620314579140765	-0.5854572339104622	-0.5610026561295843	0.3557227607867118	-0.18890929997258404	-0.00617593487314289	0.8222870475795684	-0.25408757841246765	0.12433899762002457	0.1370988267546916	0.5386991094702016	-0.800974186707893	-0.3164624095136469	0.3688561418539732	-0.32793988346192676	-0.2498551826178557	0.1137978492615802	0.5349087109956768	-0.23080730322601628	0.21571926234747363	0.3208323033809008	0.2236014543054398	0.17619160728569838	-0.09106038726988465	0.31447077412586255	0.38780614699313054	-0.03186046138682009	-0.46592886598532646	0.12603993353546813	0.26770319841281015	0.1657865684794095	-0.309630193340582	0.17392132960904655	-0.1305630966351177	0.07604531830078001	-0.07089174762095109	-0.04817534988313182	-0.04878647775977408	-0.04581196271361299	0.04501100782574808	0.4056332955996891
DTXSID3047847	2.7227089852347164	-2.2193124183624757	3.367214122742526	8.715324939487154	-3.9654765837399304	1.1318899307343924	-3.175383572852416	1.0262215245279194	-2.905149286613577	-3.471618130719785	-1.3737329465151282	-1.5917983799772693	1.9086494971175456	3.425288253984873	0.3010379882070332	1.4773372058068726	0.5064898002805385	1.707562321826353	-2.412870281418323	-2.481721657827034	2.2798017840156364	-0.5671324635202748	0.7817313259041958	0.10094445033042146	-0.32187469694457166	-3.271398127006051	-0.704534554743638	-0.374499420750894	0.6699002038516798	-0.13443947591439928	0.5442498596410125	4.65082061439568	0.8550216251806928	-1.2700448265086888	-0.4360771711821928	-0.7323449688037957	1.8242157285029317	1.3802917912094765	2.7419852998095253	-2.7837752240343034	0.6911025914558684	-0.06683326686072975	1.433076078135995	-0.20478891700818286	0.025680320908431826	-0.1668017010539492	0.8132217411376894	0.942476822030397	0.6483773893304254	0.5457891470905568	1.9920032935443563	1.002916012996312	0.06400196314042927	-0.9080915099976773	0.48122732557199593	0.6224304063806605	-0.9392408485011473	-0.5531334160509654	-2.9293020702887897	-0.27583143862405923	1.0131031403544442	-2.263154056277123	-0.8474850542157187	-0.4339140132527754	-0.8565152856769676	0.9613385774012263	0.11191498176113074	0.7070810259132175	0.09171029886610706	-0.5740079901074127	0.6631166086158344	0.18887279244943062	-0.2696995470670523	-0.8284270488246697	2.2475169677424676	-1.583295150744893	1.4072386159716972	-0.1260728812484537	-0.5116301429066858	-0.40448909713371833	1.5917103053747295	-2.0687780730803094	1.5185542644103385	-0.7365929881858292	-1.0248299544228294	1.2549566118634803	0.7934255896873778	1.7995392585407566	-1.1363398210570599	-0.3930403742045967	1.25038905081594	0.4894771900879303	2.0105471132797823	-0.6021995678748983	-0.5603437546256154	-0.2917600523155165	1.2016667205059877	-0.997997185525632	0.027838960307894706	-1.6561006265953129
DTXSID5020863	1.0713100897980516	-1.9758000337448485	0.5181993086363388	3.3444785254531615	0.42962106305947256	-3.371197078121917	2.6901869990003253	-0.9322861378710433	0.9855698740120135	0.16447764571617607	-0.6267187483186734	0.24266848787710338	5.120316615154964	1.0774868348226199	3.1247145625677177	1.1371745839907603	0.1311334672110835	-0.2980319714016532	1.0132774660796575	0.7639668049419234	0.6326750546926537	-0.19733356299925958	0.11307061061705498	0.9411309224723735	-1.2179738302554983	0.9070690717291998	2.517058764422459	1.4537203821929323	0.1530110984974288	2.4255899029398442	0.6750123150661501	-0.055824351739398204	0.748785389680654	0.5386455044060733	0.8940275270208602	1.4590323769184705	1.210677950640889	-0.7977810116658708	0.24654978973233665	-1.7099642255764584	1.0917621688934367	1.919624520052772	-0.36399027938875844	-3.234835043248791	-0.5265185799936319	-0.3303599018658828	0.15611471339103933	-1.0301183585444693	0.03794020994200012	0.03280295371529431	-0.024402983576761912	0.4845151750023824	0.6547067994424277	-0.9629970782384326	-1.9701384553531123	-1.5193819526145211	-0.3509318340615334	0.419711737074075	-0.8157660409390783	0.8737962673183103	-0.9988191456018785	1.0037793508345494	0.8890119464226769	-1.5416422161286443	-0.1193250941181204	-0.2800060545718461	0.24309071549903538	0.1778254958517601	0.2399576947201901	-0.21627845988799008	0.9319491592051126	1.124102166003133	-0.7012094696981703	-0.7751378486960661	1.0981141475107061	0.6815889645359523	1.819794345172304	-0.6963648659008652	2.1697678097900965	0.5558863500190898	-1.9586148670637475	-0.6093207626909423	-0.1353617858526539	0.43996961615079894	0.32519619825419305	0.45107056709306537	-0.3352762000685737	1.8679713342042688	-1.6399421354473918	0.4787639774003047	-0.5904525512814436	-0.03278346667871205	1.447024596381511	-0.7049461100079826	-0.7260512312295232	-0.46401269786768984	0.4745925098042788	-0.27224036752037234	-0.4944799213212226	0.2683582483719665
DTXSID3024449	1.0626930262916139	-0.014636771320434498	-0.47387548563878157	-3.561881604856364	-6.809484273452672	-0.44648139197743325	2.4447659233456682	-0.3281012603479663	-0.3336306104655599	3.1818765481648286	2.530629991489081	-0.7416665949301795	0.7685919838510861	0.5824367622242415	4.042763704820942	-3.095725370605002	5.039641116526408	0.2073242579389488	-1.405651363432689	0.09404562031470103	0.1664624785239266	2.0298684720263407	1.7546458005187953	1.2705299842546416	0.6455526334624405	-1.883416533399459	-1.4946996531219363	-0.2794713035194686	2.9923094785122712	0.9103608943764533	-0.8573352874362327	1.1787074019637742	-0.02449314338671036	-1.508446616530442	-1.3370253123351807	0.857230850039231	0.6832057832571278	0.05214982494254567	1.380973472098017	-2.8767158024162804	2.4813035874312153	0.2010113288077143	-2.18772608729613	2.1389575461443386	-2.035314287220397	-3.81713501895085	0.69358132197627	2.5184562144273293	-1.6561098105630543	0.8743805720426303	-0.027244770162009043	1.060322453742225	0.3130772252902359	-0.053704133170572675	-0.8603366296938615	-0.2822577324127476	-0.18260253430343004	0.5752839502076946	-2.788094062734619	1.2547615842783677	1.8002007239976803	0.017183653632035494	-0.521248413514962	0.475936654178044	0.5466823601315347	1.2773318848349526	-1.0606837004602667	-0.38212970012576586	-0.33258198022001845	-1.7619386200158191	0.5008809574558969	0.6125375454421266	0.647262421164014	-0.19972617670735066	0.48573315650714727	0.48149926584699926	-0.14148073161501631	-0.6876050864699524	-0.4822331220370564	-2.9078012237006816	0.1703123940300191	-1.0224137711179366	-0.03679893629510091	-1.0601810929069555	0.004745675518610225	0.6644752260746956	-0.38133010829903063	-0.7469506345611308	0.2704894541983169	0.08364923278788931	0.679399051971104	0.36663849103545537	-0.13422202454721774	1.3079896706891003	0.8220638723259331	0.5397797745756044	0.36621128466146924	1.016672107296398	-0.657547216137454	-0.022489333333328813
DTXSID1046895	8.417273005686523	-3.931529172605704	4.129188309720007	4.137179736534691	-7.49094117071089	0.6709696513135904	-2.275974050215221	1.1046965732098653	-0.9933196892847495	2.307583305881482	1.5747402078118609	1.3461136161979026	-0.720218875575392	-1.256535978945251	-0.5070041939425916	-0.7311390476756348	-1.6907346278354218	-1.9401033871261042	0.9506699584374634	0.4574296574452565	0.05609105403570613	1.6990065396663492	-2.0310287767894204	0.5303484689988384	-1.965446103222208	0.28036456077901784	-0.271293216327986	2.2247473050375772	-0.046325859773462506	0.7570839030641388	-1.7262436392828693	-3.3595352521173676	-0.8147368530020532	1.9827418451297218	-3.611104805597962	-1.5765247531417401	-0.6649213305868084	1.094679071822284	1.630590187106447	0.09593563613204804	4.074032419534524	-1.7504196738506248	-1.5515398069914568	-3.2417929699594317	-2.28418937572889	1.345120830250971	0.5494089885096873	7.06961681657766	2.186369192720628	-5.000724815779537	3.7788433658524894	1.5382455365185985	0.8720986717087632	-1.1970474355128218	-0.39828286084394116	2.592124701680969	0.10087793574345826	-0.2850233777837652	-0.7560878241569287	-2.1567257559571265	-2.0145378494380446	-1.4427195309420613	-0.7824149825612033	2.080749313938443	3.972719747811941	-1.8927055824410104	1.3815413935148098	-0.0721782064845585	-2.7603182612125736	1.3548774565608392	-1.7765340628674537	-0.03795036765822746	2.562683514086053	4.114976600948932	0.4647247098071575	0.6139252122239062	0.9318160023775144	-2.155626219522438	-2.665679368694187	0.21309570311803272	0.6371974983961333	-0.7487239799650877	-0.7085176920568946	-0.6210769119383546	2.2273352918932567	0.3169299329524594	0.5094002736122547	0.933554656942705	0.14781154698238724	2.0598536005791224	0.547188527543898	-1.2117498976857672	1.2173928867048989	0.10466478571480754	-0.5179345563172538	-0.09564115425284453	-1.5286449889553675	-0.04092481578241607	-0.7240308930176628	-1.6883599388545512
DTXSID9021554	-5.2984769319871585	-0.18377847098624492	2.4988177845833595	0.04921478940528444	-0.2893580841539433	-1.543225363065527	-0.29104676239295413	-1.30507815615325	-0.3609451131067115	-0.41359249866393216	1.3349838974426544	0.6646515890743736	-1.5611815205486155	-1.0174712566020918	0.5501477080307617	-1.13424087830128	-0.772425300044586	0.0030225150331065417	1.894372743756636	-0.7253294678926764	-0.738653467750629	-0.6940856128701072	0.27269060790601624	1.3285816728337478	-1.2097513762459782	0.25883357089942166	0.43690088549273	-0.006588680705738824	0.4559125878402051	0.9639444616121402	0.8177822225399761	-0.9727820996436862	-0.6278059853051071	0.3970888757626793	-0.06216169066259273	-1.4609589394461093	0.4610359787241574	0.4206722910972382	0.8692157763375147	-0.2622442770957808	-0.15354536978588917	0.5093675357329001	0.48561397372983567	-0.2964250902401076	-0.4976871012805565	0.7497791337619961	0.06507188493612362	-0.12146435973921553	0.11663022476723635	0.8954068905162768	-0.7886839873321109	1.2195473289968686	0.4457007778191963	0.5397393125877066	-0.7850399785493514	0.12789917877737295	-0.5998449046024877	0.07761087593120414	-0.6488159212310384	0.40328065028448673	-0.6411510668983512	0.2194617328297126	0.2691787699741471	0.06775890576628271	0.19849508387427325	-1.0780097380662428	-0.5813231641594745	-0.23430056414823935	-0.40673085363105654	0.13221249057992113	-0.08594634954065519	-0.2788234296200701	-0.5292996299224931	-0.07063636768623002	-0.15126540074192166	-0.2873080326191844	-0.1561218229694611	0.31515334892783015	0.3902661368889064	-0.019681814612435372	0.06977499665091391	-0.14216567748456038	-0.6855255173941928	0.3318736136435017	-0.4033050761890462	0.11774463570870593	0.17143754327002994	0.05915845585025142	-0.5615304157969812	0.14006631288211976	-0.4149817696811889	0.2513154230822758	0.36098295549448445	-0.2849427981409607	-0.12832316291170087	0.13651088939282838	-0.6410985361866272	0.41724645293404294	-0.06533717186202252	-0.10951775073335175
