compound	response
DTXSID0028038	0
DTXSID0032520	0
DTXSID0032572	0
DTXSID0032655	1
DTXSID0034192	0
DTXSID1020510	1
DTXSID1020770	1
DTXSID1020560	1
DTXSID1021322	0
DTXSID1021952	1
DTXSID1023998	1
DTXSID1024259	0
DTXSID1026081	1
DTXSID1032648	0
DTXSID1033664	1
DTXSID1034187	0
DTXSID1047310	0
DTXSID2020347	1
DTXSID2020420	1
DTXSID2021781	1
DTXSID2022381	1
DTXSID2023270	0
DTXSID2023569	0
DTXSID2024163	1
DTXSID2025680	1
DTXSID2032390	1
DTXSID2032500	0
DTXSID3020205	1
DTXSID3020465	1
DTXSID3020625	1
DTXSID3021770	1
DTXSID3021986	0
DTXSID3022320	1
DTXSID3022536	1
DTXSID3024154	1
DTXSID3024239	1
DTXSID3027403	1
DTXSID3031864	1
DTXSID3036496	1
DTXSID3047477	0
DTXSID4020373	1
DTXSID4020375	1
DTXSID4021395	1
DTXSID4022361	0
DTXSID4022367	1
DTXSID4022525	1
DTXSID4022448	1
DTXSID4024270	0
DTXSID4024276	1
DTXSID4025082	0
DTXSID4032613	1
DTXSID4034497	1
DTXSID5020154	1
DTXSID5020576	1
DTXSID5020366	1
DTXSID5020607	0
DTXSID5024211	1
DTXSID5032498	1
DTXSID5031131	1
DTXSID5032573	0
DTXSID5035957	1
DTXSID5041306	1
DTXSID6020220	1
DTXSID6022345	1
DTXSID6032352	1
DTXSID6032562	1
DTXSID6034186	1
DTXSID7020182	1
DTXSID7032004	0
DTXSID7032638	0
DTXSID7037717	1
DTXSID7041544	0
DTXSID7047433	1
DTXSID8020337	0
DTXSID8020620	1
DTXSID8022292	1
DTXSID8022325	1
DTXSID8022406	1
DTXSID8023848	1
DTXSID8024151	1
DTXSID8024238	1
DTXSID8024280	1
DTXSID8024523	1
DTXSID8033562	0
DTXSID8041248	0
DTXSID8044836	1
DTXSID9020160	1
DTXSID9020374	1
DTXSID9020827	1
DTXSID9022360	1
DTXSID9022364	1
DTXSID9022366	1
DTXSID9026261	0
DTXSID9032379	1
DTXSID9033923	1
DTXSID9040716	0
DTXSID9047598	1
