compound	response
DTXSID0020319	0
DTXSID0020442	0
DTXSID0020573	1
DTXSID0021125	0
DTXSID0021385	0
DTXSID0022018	1
DTXSID0023826	0
DTXSID0024266	1
DTXSID0028038	0
DTXSID0032493	0
DTXSID0032520	0
DTXSID0032601	0
DTXSID0032572	0
DTXSID0034192	1
DTXSID0039223	0
DTXSID0037495	0
DTXSID0047379	1
DTXSID1020510	1
DTXSID1020560	0
DTXSID1020855	1
DTXSID1021166	0
DTXSID1022267	0
DTXSID1023998	0
DTXSID1024091	0
DTXSID1024259	1
DTXSID1026031	1
DTXSID1027924	0
DTXSID1032488	0
DTXSID1032640	0
DTXSID1033664	1
DTXSID1034181	0
DTXSID1038666	0
DTXSID1047362	0
DTXSID2020347	1
DTXSID2020426	0
DTXSID2020420	0
DTXSID2020686	0
DTXSID2021105	0
DTXSID2021151	1
DTXSID2021781	0
DTXSID2022381	0
DTXSID2024242	0
DTXSID2024163	0
DTXSID2025680	0
DTXSID2027200	0
DTXSID2027204	0
DTXSID2032550	1
DTXSID2032398	0
DTXSID2032500	0
DTXSID2038732	0
DTXSID2040363	0
DTXSID2047272	1
DTXSID3020122	0
DTXSID3020209	0
DTXSID3020465	1
DTXSID3022370	1
DTXSID3022536	1
DTXSID3022455	0
DTXSID3023897	0
DTXSID3023899	0
DTXSID3024154	0
DTXSID3024235	1
DTXSID3024239	0
DTXSID3027403	1
DTXSID3032464	1
DTXSID3031864	1
DTXSID3032549	0
DTXSID3032628	0
DTXSID3034165	0
DTXSID3036496	1
DTXSID3047261	0
DTXSID3047429	1
DTXSID4020450	0
DTXSID4020791	0
DTXSID4020820	0
DTXSID4020822	0
DTXSID4021395	0
DTXSID4021268	0
DTXSID4021975	0
DTXSID4022020	0
DTXSID4022361	0
DTXSID4022442	1
DTXSID4022448	0
DTXSID4022367	1
DTXSID4022369	0
DTXSID4024270	1
DTXSID4024276	0
DTXSID4032372	0
DTXSID4032580	0
DTXSID4032611	0
DTXSID4032613	1
DTXSID4032667	0
DTXSID4034653	1
DTXSID4040002	0
DTXSID4040713	0
DTXSID4042416	1
DTXSID4048513	1
DTXSID5020154	1
DTXSID5020449	0
DTXSID5020366	1
DTXSID5020576	1
DTXSID5020653	1
DTXSID5020607	0
DTXSID5020819	0
DTXSID5023322	1
DTXSID5023950	0
DTXSID5024344	1
DTXSID5027932	1
DTXSID5032365	0
DTXSID5032498	1
DTXSID5032442	0
DTXSID5032600	0
DTXSID5035957	0
DTXSID5037523	0
DTXSID5041306	1
DTXSID6021086	0
DTXSID6021248	0
DTXSID6022474	1
DTXSID6023864	0
DTXSID6024175	0
DTXSID6024204	0
DTXSID6024177	0
DTXSID6024460	0
DTXSID6027923	1
DTXSID6032352	1
DTXSID6032562	0
DTXSID6032647	0
DTXSID6034186	1
DTXSID6040747	1
DTXSID6047288	1
DTXSID6047315	1
DTXSID6048171	0
DTXSID7020182	1
DTXSID7020508	1
DTXSID7020479	0
DTXSID7021100	1
DTXSID7022253	0
DTXSID7022174	1
DTXSID7023645	0
DTXSID7024035	0
DTXSID7024245	1
DTXSID7024299	0
DTXSID7024160	0
DTXSID7024538	0
DTXSID7032004	0
DTXSID7034545	0
DTXSID7037717	1
DTXSID7047304	0
DTXSID8020337	1
DTXSID8020620	1
DTXSID8022325	1
DTXSID8022292	0
DTXSID8022377	1
DTXSID8022959	1
DTXSID8023846	0
DTXSID8024109	0
DTXSID8024151	1
DTXSID8024234	0
DTXSID8024280	1
DTXSID8024315	0
DTXSID8024523	1
DTXSID8027034	0
DTXSID8031865	0
DTXSID8031863	0
DTXSID8033562	1
DTXSID8034956	1
DTXSID8037708	0
DTXSID8037706	1
DTXSID8047553	1
DTXSID9020112	0
DTXSID9020160	0
DTXSID9020247	0
DTXSID9020243	0
DTXSID9020407	0
DTXSID9020582	1
DTXSID9020790	0
DTXSID9020827	0
DTXSID9021390	0
DTXSID9022364	0
DTXSID9023380	1
DTXSID9024431	0
DTXSID9025453	0
DTXSID9026261	1
DTXSID9032329	1
DTXSID9034573	0
DTXSID9035204	1
DTXSID9040001	0
DTXSID9047592	1
DTXSID9047540	1
DTXSID9047598	0
